813,473
288,447
453,461
736,191
341,155
768,469
749,191
478,470
905,468
186,51
772,478
472,489
743,198
197,466
936,480
594,353
305,316
478,450
799,286
493,185
458,414
535,102
767,472
768,471
143,172
555,166
747,209
