DATE,TIME,LAT,,LON,,POWER(V),TEMP(C),#FILES,MIC0 TYPE,MIC1 TYPE 
2017-Jun-05,06:25:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-05,06:41:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-05,06:57:01,0.00000,N,0.00000,W,6.2,19.00,1,IN,IN
2017-Jun-05,07:13:00,0.00000,N,0.00000,W,6.2,19.00,1,IN,IN
2017-Jun-05,07:29:00,0.00000,N,0.00000,W,6.2,19.25,1,IN,IN
2017-Jun-05,07:45:00,0.00000,N,0.00000,W,6.2,19.25,1,IN,IN
2017-Jun-05,08:01:00,0.00000,N,0.00000,W,6.2,19.50,1,IN,IN
2017-Jun-05,08:17:00,0.00000,N,0.00000,W,6.2,19.75,1,IN,IN
2017-Jun-05,08:33:00,0.00000,N,0.00000,W,6.2,19.75,1,IN,IN
2017-Jun-05,08:49:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-05,09:05:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-05,09:21:00,0.00000,N,0.00000,W,6.2,20.50,1,IN,IN
2017-Jun-05,09:37:00,0.00000,N,0.00000,W,6.2,20.75,1,IN,IN
2017-Jun-05,09:53:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-05,10:09:00,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-05,10:25:00,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-05,10:41:00,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-05,10:57:00,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-05,11:13:00,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-05,11:29:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-05,11:45:01,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-05,12:01:01,0.00000,N,0.00000,W,6.1,23.00,1,IN,IN
2017-Jun-05,12:17:00,0.00000,N,0.00000,W,6.1,23.00,1,IN,IN
2017-Jun-05,12:33:01,0.00000,N,0.00000,W,6.1,23.25,1,IN,IN
2017-Jun-05,12:49:01,0.00000,N,0.00000,W,6.2,23.25,1,IN,IN
2017-Jun-05,13:05:01,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-05,13:21:00,0.00000,N,0.00000,W,6.2,23.50,1,IN,IN
2017-Jun-05,13:37:00,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-05,13:53:00,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-05,14:09:00,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-05,14:25:00,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-05,14:41:01,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-05,14:57:00,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-05,15:13:00,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-05,15:29:00,0.00000,N,0.00000,W,6.1,24.00,1,IN,IN
2017-Jun-05,15:45:00,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-05,16:01:00,0.00000,N,0.00000,W,6.2,23.75,1,IN,IN
2017-Jun-05,16:17:00,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-05,16:33:00,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-05,16:49:01,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-05,17:05:00,0.00000,N,0.00000,W,6.1,23.25,1,IN,IN
2017-Jun-05,17:21:00,0.00000,N,0.00000,W,6.1,23.25,1,IN,IN
2017-Jun-05,17:37:00,0.00000,N,0.00000,W,6.1,23.00,1,IN,IN
2017-Jun-05,17:53:00,0.00000,N,0.00000,W,6.2,23.00,1,IN,IN
2017-Jun-05,18:09:00,0.00000,N,0.00000,W,6.2,22.75,1,IN,IN
2017-Jun-05,18:25:00,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-05,18:41:00,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-05,18:57:00,0.00000,N,0.00000,W,6.2,22.25,1,IN,IN
2017-Jun-05,19:13:00,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-05,19:29:01,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-05,19:45:00,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-05,20:01:01,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-05,20:17:01,0.00000,N,0.00000,W,6.2,21.25,1,IN,IN
2017-Jun-05,20:33:00,0.00000,N,0.00000,W,6.2,21.25,1,IN,IN
2017-Jun-05,20:49:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-05,21:05:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-05,21:21:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-05,21:37:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-05,21:53:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-05,22:09:00,0.00000,N,0.00000,W,6.2,20.25,1,IN,IN
2017-Jun-05,22:25:01,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-05,22:41:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-05,22:57:01,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-05,23:13:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-05,23:29:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-05,23:45:01,0.00000,N,0.00000,W,6.2,19.50,1,IN,IN
2017-Jun-06,00:01:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-06,00:17:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-06,00:33:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-06,00:49:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-06,01:05:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-06,01:21:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-06,01:37:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-06,01:53:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-06,02:09:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-06,02:25:01,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-06,02:41:01,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-06,02:57:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-06,03:13:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-06,03:29:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-06,03:45:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-06,04:01:01,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-06,04:17:01,0.00000,N,0.00000,W,6.1,18.50,1,IN,IN
2017-Jun-06,04:33:00,0.00000,N,0.00000,W,6.1,18.50,1,IN,IN
2017-Jun-06,04:49:00,0.00000,N,0.00000,W,6.1,18.50,1,IN,IN
2017-Jun-06,05:05:00,0.00000,N,0.00000,W,6.1,18.50,1,IN,IN
2017-Jun-06,05:21:00,0.00000,N,0.00000,W,6.1,18.25,1,IN,IN
2017-Jun-06,05:37:00,0.00000,N,0.00000,W,6.1,18.25,1,IN,IN
2017-Jun-06,05:53:01,0.00000,N,0.00000,W,6.1,18.25,1,IN,IN
2017-Jun-06,06:09:00,0.00000,N,0.00000,W,6.1,18.00,1,IN,IN
2017-Jun-06,06:25:00,0.00000,N,0.00000,W,6.1,18.00,1,IN,IN
2017-Jun-06,06:41:00,0.00000,N,0.00000,W,6.2,18.00,1,IN,IN
2017-Jun-06,06:57:00,0.00000,N,0.00000,W,6.1,18.00,1,IN,IN
2017-Jun-06,07:13:00,0.00000,N,0.00000,W,6.1,18.00,1,IN,IN
2017-Jun-06,07:29:00,0.00000,N,0.00000,W,6.1,18.25,1,IN,IN
2017-Jun-06,07:45:01,0.00000,N,0.00000,W,6.1,18.25,1,IN,IN
2017-Jun-06,08:01:00,0.00000,N,0.00000,W,6.1,18.50,1,IN,IN
2017-Jun-06,08:17:01,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-06,08:33:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-06,08:49:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-06,09:05:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-06,09:21:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-06,09:37:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-06,09:53:01,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-06,10:09:00,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-06,10:25:00,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-06,10:41:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-06,10:57:00,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-06,11:13:00,0.00000,N,0.00000,W,6.1,23.25,1,IN,IN
2017-Jun-06,11:29:00,0.00000,N,0.00000,W,6.1,24.50,1,IN,IN
2017-Jun-06,11:45:00,0.00000,N,0.00000,W,6.1,25.75,1,IN,IN
2017-Jun-06,12:01:00,0.00000,N,0.00000,W,6.1,26.00,1,IN,IN
2017-Jun-06,12:17:00,0.00000,N,0.00000,W,6.1,26.00,1,IN,IN
2017-Jun-06,12:33:00,0.00000,N,0.00000,W,6.1,26.75,1,IN,IN
2017-Jun-06,12:49:00,0.00000,N,0.00000,W,6.1,27.50,1,IN,IN
2017-Jun-06,13:05:00,0.00000,N,0.00000,W,6.1,27.75,1,IN,IN
2017-Jun-06,13:21:01,0.00000,N,0.00000,W,6.1,27.25,1,IN,IN
2017-Jun-06,13:37:01,0.00000,N,0.00000,W,6.1,27.00,1,IN,IN
2017-Jun-06,13:53:00,0.00000,N,0.00000,W,6.1,26.75,1,IN,IN
2017-Jun-06,14:09:01,0.00000,N,0.00000,W,6.1,26.75,1,IN,IN
2017-Jun-06,14:25:01,0.00000,N,0.00000,W,6.1,27.25,1,IN,IN
2017-Jun-06,14:41:00,0.00000,N,0.00000,W,6.1,26.75,1,IN,IN
2017-Jun-06,14:57:00,0.00000,N,0.00000,W,6.1,26.75,1,IN,IN
2017-Jun-06,15:13:00,0.00000,N,0.00000,W,6.1,26.25,1,IN,IN
2017-Jun-06,15:29:01,0.00000,N,0.00000,W,6.1,26.00,1,IN,IN
2017-Jun-06,15:45:00,0.00000,N,0.00000,W,6.1,25.75,1,IN,IN
2017-Jun-06,16:01:00,0.00000,N,0.00000,W,6.1,25.25,1,IN,IN
2017-Jun-06,16:17:01,0.00000,N,0.00000,W,6.1,25.00,1,IN,IN
2017-Jun-06,16:33:00,0.00000,N,0.00000,W,6.1,24.75,1,IN,IN
2017-Jun-06,16:49:01,0.00000,N,0.00000,W,6.1,24.50,1,IN,IN
2017-Jun-06,17:05:01,0.00000,N,0.00000,W,6.1,24.25,1,IN,IN
2017-Jun-06,17:21:01,0.00000,N,0.00000,W,6.1,24.00,1,IN,IN
2017-Jun-06,17:37:01,0.00000,N,0.00000,W,6.1,24.00,1,IN,IN
2017-Jun-06,17:53:01,0.00000,N,0.00000,W,6.1,23.75,1,IN,IN
2017-Jun-06,18:09:00,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-06,18:25:01,0.00000,N,0.00000,W,6.1,23.50,1,IN,IN
2017-Jun-06,18:41:01,0.00000,N,0.00000,W,6.1,23.25,1,IN,IN
2017-Jun-06,18:57:01,0.00000,N,0.00000,W,6.1,23.00,1,IN,IN
2017-Jun-06,19:13:00,0.00000,N,0.00000,W,6.1,23.00,1,IN,IN
2017-Jun-06,19:29:01,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-06,19:45:01,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-06,20:01:00,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-06,20:17:01,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-06,20:33:01,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-06,20:49:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-06,21:05:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-06,21:21:00,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-06,21:37:01,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-06,21:53:01,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-06,22:09:01,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-06,22:25:00,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-06,22:41:01,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-06,22:57:01,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-06,23:13:00,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-06,23:29:00,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-06,23:45:00,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-07,00:01:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-07,00:17:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-07,00:33:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-07,00:49:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,01:05:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,01:21:01,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,01:37:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,01:53:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,02:09:01,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-07,02:25:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-07,02:41:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-07,02:57:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-07,03:13:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-07,03:29:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-07,03:45:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-07,04:01:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,04:17:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,04:33:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,04:49:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,05:05:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,05:21:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,05:37:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,05:53:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,06:09:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,06:25:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,06:41:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,06:57:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,07:13:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,07:29:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,07:45:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,08:01:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,08:17:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,08:33:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,08:49:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,09:05:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,09:21:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,09:37:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,09:53:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-07,10:09:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-07,10:25:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-07,10:41:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-07,10:57:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-07,11:13:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,11:29:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,11:45:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-07,12:01:01,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-07,12:17:00,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-07,12:33:00,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-07,12:49:01,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-07,13:05:00,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-07,13:21:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-07,13:37:01,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-07,13:53:00,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-07,14:09:01,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-07,14:25:01,0.00000,N,0.00000,W,6.1,23.00,1,IN,IN
2017-Jun-07,14:41:00,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-07,14:57:01,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-07,15:13:00,0.00000,N,0.00000,W,6.1,22.75,1,IN,IN
2017-Jun-07,15:29:00,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-07,15:45:00,0.00000,N,0.00000,W,6.1,22.50,1,IN,IN
2017-Jun-07,16:01:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-07,16:17:01,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-07,16:33:00,0.00000,N,0.00000,W,6.1,22.25,1,IN,IN
2017-Jun-07,16:49:00,0.00000,N,0.00000,W,6.1,22.00,1,IN,IN
2017-Jun-07,17:05:01,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-07,17:21:00,0.00000,N,0.00000,W,6.1,21.75,1,IN,IN
2017-Jun-07,17:37:00,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-07,17:53:01,0.00000,N,0.00000,W,6.1,21.50,1,IN,IN
2017-Jun-07,18:09:00,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-07,18:25:00,0.00000,N,0.00000,W,6.1,21.25,1,IN,IN
2017-Jun-07,18:41:00,0.00000,N,0.00000,W,6.1,21.00,1,IN,IN
2017-Jun-07,18:57:00,0.00000,N,0.00000,W,6.1,20.75,1,IN,IN
2017-Jun-07,19:13:01,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-07,19:29:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-07,19:45:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-07,20:01:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-07,20:17:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,20:33:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,20:49:01,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,21:05:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-07,21:21:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,21:37:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,21:53:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,22:09:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,22:25:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,22:41:01,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,22:57:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-07,23:13:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-07,23:29:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-07,23:45:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,00:01:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,00:17:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,00:33:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,00:49:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,01:05:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,01:21:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,01:37:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,01:53:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,02:09:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,02:25:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,02:41:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,02:57:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,03:13:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,03:29:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,03:45:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,04:01:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,04:17:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,04:33:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,04:49:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,05:05:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,05:21:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,05:37:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,05:53:01,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,06:09:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,06:25:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,06:41:00,0.00000,N,0.00000,W,6.1,18.75,1,IN,IN
2017-Jun-08,06:57:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,07:13:01,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,07:29:00,0.00000,N,0.00000,W,6.1,19.00,1,IN,IN
2017-Jun-08,07:45:01,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,08:01:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,08:17:00,0.00000,N,0.00000,W,6.1,19.25,1,IN,IN
2017-Jun-08,08:33:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-08,08:49:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-08,09:05:00,0.00000,N,0.00000,W,6.1,19.50,1,IN,IN
2017-Jun-08,09:21:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-08,09:37:00,0.00000,N,0.00000,W,6.1,19.75,1,IN,IN
2017-Jun-08,09:53:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-08,10:09:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-08,10:25:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,10:41:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,10:57:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,11:13:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,11:29:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,11:45:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,12:01:01,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,12:17:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,12:33:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,12:49:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,13:05:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,13:21:00,0.00000,N,0.00000,W,6.1,20.50,1,IN,IN
2017-Jun-08,13:37:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,13:53:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,14:09:00,0.00000,N,0.00000,W,6.1,20.00,1,IN,IN
2017-Jun-08,14:25:01,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,14:41:00,0.00000,N,0.00000,W,6.0,20.25,1,IN,IN
2017-Jun-08,14:57:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,15:13:01,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,15:29:01,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,15:45:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,16:01:00,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,16:17:01,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
2017-Jun-08,16:33:01,0.00000,N,0.00000,W,6.1,20.25,1,IN,IN
